11/03/21;7:00AM;2.849kWh;0.301kWh/kW;408W;408W;0.043kW/kW;-;-;17.229kWh;2,228W
11/03/21;6:55AM;2.815kWh;0.298kWh/kW;408W;408W;0.043kW/kW;-;-;17.043kWh;2,236W
11/03/21;6:50AM;2.781kWh;0.294kWh/kW;407W;408W;0.043kW/kW;-;-;16.857kWh;2,297W
11/03/21;6:45AM;2.747kWh;0.291kWh/kW;408W;408W;0.043kW/kW;-;-;16.666kWh;2,300W
11/03/21;6:40AM;2.713kWh;0.287kWh/kW;407W;408W;0.043kW/kW;-;-;16.474kWh;2,264W
11/03/21;6:35AM;2.679kWh;0.283kWh/kW;408W;408W;0.043kW/kW;-;-;16.285kWh;2,300W
11/03/21;6:30AM;2.645kWh;0.280kWh/kW;409W;408W;0.043kW/kW;-;-;16.093kWh;2,214W
11/03/21;6:25AM;2.611kWh;0.276kWh/kW;410W;408W;0.043kW/kW;-;-;15.908kWh;2,271W
11/03/21;6:20AM;2.577kWh;0.273kWh/kW;411W;420W;0.044kW/kW;-;-;15.719kWh;2,589W
11/03/21;6:15AM;2.542kWh;0.269kWh/kW;410W;408W;0.043kW/kW;-;-;15.503kWh;2,799W
11/03/21;6:10AM;2.508kWh;0.265kWh/kW;407W;408W;0.043kW/kW;-;-;15.270kWh;2,838W
11/03/21;6:05AM;2.474kWh;0.262kWh/kW;407W;408W;0.043kW/kW;-;-;15.033kWh;2,634W
11/03/21;6:00AM;2.440kWh;0.258kWh/kW;409W;408W;0.043kW/kW;-;-;14.813kWh;2,533W
11/03/21;5:55AM;2.406kWh;0.255kWh/kW;408W;408W;0.043kW/kW;-;-;14.602kWh;2,610W
11/03/21;5:50AM;2.372kWh;0.251kWh/kW;408W;408W;0.043kW/kW;-;-;14.384kWh;2,606W
11/03/21;5:45AM;2.338kWh;0.247kWh/kW;409W;408W;0.043kW/kW;-;-;14.167kWh;3,040W
11/03/21;5:40AM;2.304kWh;0.244kWh/kW;409W;408W;0.043kW/kW;-;-;13.914kWh;2,688W
11/03/21;5:35AM;2.270kWh;0.240kWh/kW;408W;408W;0.043kW/kW;-;-;13.690kWh;2,526W
11/03/21;5:30AM;2.236kWh;0.237kWh/kW;405W;408W;0.043kW/kW;-;-;13.479kWh;2,529W
11/03/21;5:25AM;2.202kWh;0.233kWh/kW;406W;408W;0.043kW/kW;-;-;13.268kWh;2,480W
11/03/21;5:20AM;2.168kWh;0.229kWh/kW;406W;396W;0.042kW/kW;-;-;13.061kWh;2,476W
11/03/21;5:15AM;2.135kWh;0.226kWh/kW;406W;408W;0.043kW/kW;-;-;12.855kWh;2,550W
11/03/21;5:10AM;2.101kWh;0.222kWh/kW;406W;408W;0.043kW/kW;-;-;12.642kWh;2,003W
